"","x"
"ewig",0.17628131390593
"während",0.176118353783231
"arme",0.175437755623722
"kind",0.175095858895706
"schien",0.174313011247444
"nachricht",0.173322469325153
"ankunft",0.173268149284254
"abreise",0.17303808793456
"ueberzeugung",0.172587551124744
"worte",0.17222009202454
"zimmer",0.172114647239264
"rief",0.171721625766871
"ehemals",0.171146472392638
"mehrere",0.170443507157464
"bestimmt",0.170012142126789
"folgen",0.169072724948875
"pflicht",0.168896983640082
"könnte",0.168446446830266
"wagte",0.168264314928425
"ruhe",0.167880879345603
"tante",0.167452709611452
"hauses",0.166398261758691
"familie",0.166347137014315
"hinzu",0.165602632924335
"gräfin",0.16498913599182
"eindruck",0.164915644171779
"dasein",0.164707949897751
"bitten",0.164257413087935
"moment",0.16308154396728
"trennung",0.162966513292434
"hoffen",0.162733256646217
"dünkte",0.162621421267894
"aufenthalt",0.16192804192229
"entfernung",0.161646855828221
"wollte",0.161276201431493
"verstehen",0.161126022494888
"schweigend",0.160784125766871
"nannte",0.158787065439673
"denke",0.158541027607362
"angst",0.158202326175869
"suchte",0.157786937627812
"tausend",0.156924207566462
"könne",0.156655802658487
"blieb",0.15653118609407
"begleiten",0.156470475460123
"stille",0.156096625766871
"geheimniß",0.155384074642127
"nehmlichen",0.155227505112474
"verhältniß",0.155147622699387
"ehe",0.154652351738241
"strebte",0.154636375255624
"unruhe",0.154562883435583
"augenblicke",0.154473415132924
"freude",0.154304064417178
"rettung",0.153591513292434
"bleiben",0.15347009202454
"erhielt",0.153450920245399
"nähe",0.152572213701431
"entschluß",0.152019427402863
"nennen",0.151885224948875
"fand",0.151725460122699
"güte",0.151709483640082
"gegenstand",0.151032080777096
"erhalten",0.150933026584867
"tagen",0.150594325153374
"o",0.150536809815951
"glück",0.150265209611452
"mut",0.14912768404908
"schwieg",0.148987091002045
"amalie",0.1484375
"längst",0.148408742331288
"dieß",0.148386375255624
"mochte",0.147494887525562
"niemand",0.147408614519427
"überall",0.147140209611452
"überzeugt",0.147079498977505
"darf",0.146705649284254
"seele",0.145820552147239
"möchte",0.145817356850716
"augenblick",0.145804575664622
"wandte",0.145782208588957
"retten",0.145229422290389
"zuvor",0.144315567484663
"beschäftigt",0.144056748466258
"erwarten",0.143909764826176
"kann",0.1436413599182
"wahrscheinlich",0.143047034764826
"helfen",0.142570935582822
"krankheit",0.142407975460123
"allem",0.142363241308793
"unsers",0.142318507157464
"ihrem",0.1420788599182
"liebe",0.141970219836401
"unserm",0.141855189161554
"einander",0.141554831288344
"schmerz",0.140573875255624
"namen",0.140503578732106
"mädchen",0.140404524539877
"treuen",0.14027032208589
"vieles",0.14022558793456
"schritte",0.140014698364008
"willen",0.139973159509202
"oheim",0.13975268404908
"ach",0.139688778118609
"sank",0.139295756646217
"vaters",0.138672673824131
"gespräch",0.138429831288344
"finden",0.137720475460123
"freundes",0.136423185071575
"schmerzlich",0.136036554192229
"gabriele",0.1359375
"fragen",0.135669095092025
"kenne",0.135557259713701
"deines",0.135004473415133
"erschien",0.134966129856851
"leidenschaft",0.134953348670757
"neigung",0.13477441206544
"schicksal",0.134675357873211
"zweifel",0.134637014314928
"neuem",0.134608256646217
"betrachtete",0.13460186605317
"dürfen",0.13431109406953
"laut",0.134186477505112
"durfte",0.133815823108384
"wagen",0.133515465235174
"meiner",0.1328125
"lebte",0.132195807770961
"schweigen",0.131972137014315
"auge",0.131956160531697
"gesehen",0.131748466257669
"freute",0.131492842535787
"deshalb",0.131339468302658
"beruhigen",0.131234023517382
"wirklich",0.130265848670757
"spät",0.130185966257669
"frau",0.12975140593047
"unschuld",0.129719452965235
"tone",0.129195424335378
"teure",0.128936605316973
"verbergen",0.128811988752556
"entzücken",0.128748082822086
"ansehen",0.128492459100204
"lächelnd",0.128329498977505
"sah",0.128284764826176
"bemerkte",0.128284764826176
"fremd",0.128230444785276
"mitleid",0.128064289366053
"empfindungen",0.127962039877301
"läßt",0.127907719836401
"ergriff",0.127680853783231
"zustand",0.12754345603272
"schutz",0.127409253578732
"jungen",0.126945935582822
"ausdruck",0.126846881390593
"umgebungen",0.126763803680982
"ruhig",0.126632796523517
"gabrielens",0.1265625
"ängstlich",0.126495398773006
"gott",0.125910659509202
"meinigen",0.125875511247444
"loos",0.125856339468303
"wiederholte",0.124996804703476
"drückte",0.124035020449898
"bewunderung",0.12401904396728
"lächeln",0.123987091002045
"benehmen",0.123542944785276
"unmöglich",0.123456671779141
"gabrielen",0.1234375
"wenigen",0.12326495398773
"dame",0.123194657464213
"opfer",0.122878323108384
"lies",0.122846370143149
"gehört",0.122210506134969
"fest",0.122085889570552
"lernen",0.121603399795501
"erinnerung",0.121424463190184
"geliebte",0.120925996932515
"wissen",0.12053936605317
"heimlichen",0.120354038854806
"bewegung",0.120088829243354
"armen",0.119772494887526
"deiner",0.119165388548057
"treue",0.118909764826176
"jedem",0.118788343558282
"fesseln",0.118481595092025
"für",0.118069401840491
"verzeihen",0.118056620654397
"einsamen",0.117861707566462
"uebrigens",0.117417561349693
"freundschaft",0.117404780163599
"züge",0.117219452965235
"innern",0.117158742331288
"gewohnten",0.117107617586912
"blicken",0.116915899795501
"scene",0.116510097137014
"damals",0.116446191206544
"gewalt",0.116414238241309
"geschick",0.11637908997955
"krank",0.116356722903885
"verstand",0.116011630879346
"unwillkührlich",0.115883819018405
"entfernte",0.115845475460123
"folgte",0.115813522494888
"gänzlich",0.1156793200409
"weinte",0.115621804703476
"vorstellung",0.115529141104294
"gemahl",0.115017893660532
"verließ",0.114503450920245
"gerettet",0.114391615541922
"dinge",0.113800485685072
"kenntniß",0.11378131390593
"allmählig",0.11378131390593
"pause",0.113672673824131
"hörte",0.113474565439673
"konnten",0.113471370143149
"stillen",0.113177402862986
"freilich",0.112848287321063
"vorüber",0.112746037832311
"sonderbar",0.112605444785276
"freunde",0.112567101226994
"verzweiflung",0.112503195296524
"bild",0.112477632924335
"verweilen",0.112311477505112
"eitelkeit",0.11220922801636
"gefahr",0.112110173824131
"flüsterte",0.112087806748466
"können",0.112065439672802
"ertragen",0.112043072597137
"achtung",0.111825792433538
"jugend",0.111576559304703
"verloren",0.111432770961145
"begreifen",0.111215490797546
"nein",0.111177147239264
"fürchte",0.111157975460123
"anteil",0.111106850715746
"ganzes",0.110995015337423
"ersten",0.11094708588957
"ahndung",0.110915132924335
"lebt",0.110550869120654
"trennen",0.110531697341513
"vertrauen",0.11041986196319
"kloster",0.110394299591002
"umgang",0.110387908997955
"streben",0.110352760736196
"traurige",0.110272878323108
"zuerst",0.110253706543967
"ihrer",0.109854294478528
"eigenen",0.109851099182004
"tochter",0.109458077709611
"graf",0.109349437627812
"lieben",0.108850971370143
"unglückliche",0.108809432515337
"kennt",0.108729550102249
"aufmerksam",0.108521855828221
"dicht",0.108493098159509
"fehlte",0.108464340490798
"ida",0.108352505112474
"wählen",0.108256646216769
"wohnung",0.108247060327198
"bestimmung",0.10822149795501
"bleibt",0.108215107361963
"erheben",0.108148006134969
"schonung",0.108020194274029
"dachte",0.107850843558282
"nahe",0.107815695296524
"junge",0.107780547034765
"sehen",0.107652735173824
"leider",0.107620782208589
"meinem",0.10740350204499
"fassung",0.10728527607362
"faßte",0.106978527607362
"indeß",0.106946574642127
"sorgen",0.106857106339468
"suchen",0.106837934560327
"all",0.106690950920245
"gewohnt",0.106671779141104
"edlen",0.105965618609407
"spur",0.105930470347648
"dennoch",0.10589532208589
"besorgniß",0.105176380368098
"traurigen",0.105160403885481
"dulden",0.105125255623722
"erkannte",0.104748210633947
"las",0.104582055214724
"unterredung",0.104419095092025
"herzog",0.104246549079755
"freundinn",0.104233767893661
"kampf",0.104166666666667
"geräusch",0.103994120654397
"entdecken",0.103920628834356
"ueberlegung",0.103808793456033
"mußten",0.103594708588957
"gräfinn",0.103125
"liebte",0.103003578732106
"verborgen",0.102955649284254
"baron",0.102677658486708
"blickte",0.102342152351738
"völlig",0.102211145194274
"genug",0.101882029652352
"mädchens",0.101581671779141
"bestimmten",0.101524156441718
"wehmut",0.100444146216769
"kranken",0.100300357873211
"bekannt",0.100265209611452
"unwillen",0.100012781186094
