Source,Target,Weight,Type
Brentano_Godwi_1801,Hoelderlin_Hyperions_Jugend_1797,1,undirected
Brentano_Godwi_1801,Mereau_Amanda-und-Eduard_1803,1,undirected
Brentano_Godwi_1801,Novalis_Lehrlinge_1802,1,undirected
Brentano_Godwi_1801,Novalis_Ofterdingen_1802,2,undirected
Brentano_Godwi_1801,Paul_Titan_1800,1,undirected
Brentano_Godwi_1801,Schlegel_Lucinde_1799,3,undirected
Brentano_Godwi_1801,Tieck_Franz-Sternbald_1798,2,undirected
Brentano_Godwi_1801,Tieck_William-Lovell_1795,5,undirected
Bruckbraeu_Mittheilungen_1829,Schopenhauer_Die-Tante_1823,1,undirected
Bruckbraeu_Mittheilungen_1829,Stendhal_Rot-und-Schwarz_1830,2,undirected
Bruckbraeu_Mittheilungen_1829,Thuemmel_Reise-in-mittaegliche-Provinzen_1791,3,undirected
Bruckbraeu_Mittheilungen_1829,Voss_Ini_1810,1,undirected
Campe_Robinson_1779,Manzoni_Die-Verlobten_1826,3,undirected
Campe_Robinson_1779,Thuemmel_Reise-in-mittaegliche-Provinzen_1791,1,undirected
Campe_Robinson_1779,Wezel_Hermann-und-Ulrike_1780,2,undirected
Clauren_Liebe-und-Irrtum_1827,Schopenhauer_Die-Tante_1823,2,undirected
Clauren_Liebe-und-Irrtum_1827,Thuemmel_Reise-in-mittaegliche-Provinzen_1791,1,undirected
Clauren_Liebe-und-Irrtum_1827,Unger_Julchen-Gruenthal_1798,3,undirected
Diderot_Die-Nonne_1796,Diderot_Jakob_1796,2,undirected
Diderot_Die-Nonne_1796,Manzoni_Die-Verlobten_1826,3,undirected
Diderot_Die-Nonne_1796,Sade_Geschichte-der-Justine_1797,1,undirected
Diderot_Jakob_1796,Diderot_Die-Nonne_1796,2,undirected
Diderot_Jakob_1796,Manzoni_Die-Verlobten_1826,6,undirected
Diderot_Jakob_1796,Pestalozzi_Lienhard-und-Gertrud_1781,1,undirected
Diderot_Jakob_1796,Restif-de-la-Bretonne_Anti-Justine_1793,1,undirected
Diderot_Jakob_1796,Sade_Geschichte-der-Justine_1797,3,undirected
Diderot_Jakob_1796,Stendhal_Rot-und-Schwarz_1830,1,undirected
Diderot_Jakob_1796,Wezel_Hermann-und-Ulrike_1780,2,undirected
Ehrmann_Amalie_1787,Ehrmann_Nina_1788,6,undirected
Ehrmann_Amalie_1787,Liebeskind_Maria_1784,1,undirected
Ehrmann_Amalie_1787,Thuemmel_Reise-in-mittaegliche-Provinzen_1791,2,undirected
Ehrmann_Nina_1788,Ehrmann_Amalie_1787,6,undirected
Ehrmann_Nina_1788,Liebeskind_Maria_1784,2,undirected
Ehrmann_Nina_1788,Thuemmel_Reise-in-mittaegliche-Provinzen_1791,1,undirected
Eichendorff_Ahnung-und-Gegenwart_1815,Arnim_Graefin-Dolores_1810,2,undirected
Eichendorff_Ahnung-und-Gegenwart_1815,Brentano_Godwi_1801,1,undirected
Eichendorff_Ahnung-und-Gegenwart_1815,Paul_Titan_1800,3,undirected
Engel_Lorenz-Stark_1801,Thuemmel_Reise-in-mittaegliche-Provinzen_1791,1,undirected
Engel_Lorenz-Stark_1801,Unger_Julchen-Gruenthal_1798,3,undirected
Engel_Lorenz-Stark_1801,Wezel_Hermann-und-Ulrike_1780,2,undirected
Fischer_Christian_Hannchen_1800,Miller_Siegwart_1776,3,undirected
Fischer_Christian_Hannchen_1800,Unger_Julchen-Gruenthal_1798,1,undirected
Fischer_Christian_Hannchen_1800,Wezel_Hermann-und-Ulrike_1780,2,undirected
Fischer_Guenstling_1808,Fischer_Honigmonathe_1802,2,undirected
Fischer_Guenstling_1808,Fischer_Margarethe_1812,3,undirected
Fischer_Guenstling_1808,Unger_Julchen-Gruenthal_1798,1,undirected
Fischer_Gustav_1801,Fischer_Honigmonathe_1802,2,undirected
Fischer_Gustav_1801,Fischer_Margarethe_1812,1,undirected
Fischer_Gustav_1801,Fischer_Vierzehn-Tage_1801,3,undirected
Fischer_Gustav_1801,Unger_Julchen-Gruenthal_1798,3,undirected
Fischer_Honigmonathe_1802,Fischer_Guenstling_1808,2,undirected
Fischer_Honigmonathe_1802,Fischer_Gustav_1801,2,undirected
Fischer_Honigmonathe_1802,Fischer_Margarethe_1812,6,undirected
Fischer_Honigmonathe_1802,Fouque_Resignation_1829,1,undirected
Fischer_Honigmonathe_1802,Tieck_William-Lovell_1795,2,undirected
Fischer_Margarethe_1812,Fischer_Guenstling_1808,3,undirected
Fischer_Margarethe_1812,Fischer_Gustav_1801,1,undirected
Fischer_Margarethe_1812,Fischer_Honigmonathe_1802,6,undirected
Fischer_Margarethe_1812,Fouque_Resignation_1829,2,undirected
Fischer_Margarethe_1812,Pestalozzi_Lienhard-und-Gertrud_1781,1,undirected
Fischer_Vierzehn-Tage_1801,Fischer_Gustav_1801,3,undirected
Fischer_Vierzehn-Tage_1801,Unger_Julchen-Gruenthal_1798,2,undirected
Fischer_Vierzehn-Tage_1801,Wezel_Hermann-und-Ulrike_1780,1,undirected
Forster_Ansichten_1791,Heinse_Ardinghello_1787,1,undirected
Forster_Ansichten_1791,Knigge_Josephs-von-Wurmbrands_1792,1,undirected
Forster_Ansichten_1791,Thuemmel_Reise-in-mittaegliche-Provinzen_1791,2,undirected
Forster_Ansichten_1791,Unger_Bekenntnisse_1806,1,undirected
Forster_Ansichten_1791,Voss_Ini_1810,3,undirected
Forster_Ansichten_1791,Wieland_Aristipp_1801,3,undirected
Forster_Ansichten_1791,Wieland_Peregrinus_1788,1,undirected
Fouque_Falkenstein_1810,Fouque_Magie-der-Natur_1812,4,undirected
Fouque_Falkenstein_1810,Fouque_Resignation_1829,5,undirected
Fouque_Falkenstein_1810,Fouque_Rodrich_1807,6,undirected
Fouque_Falkenstein_1810,Fouque_Spanier_1814,3,undirected
Fouque_Falkenstein_1810,Schopenhauer_Gabriele_1819,1,undirected
Fouque_Magie-der-Natur_1812,Fouque_Falkenstein_1810,4,undirected
Fouque_Magie-der-Natur_1812,Fouque_Resignation_1829,1,undirected
Fouque_Magie-der-Natur_1812,Fouque_Rodrich_1807,4,undirected
Fouque_Magie-der-Natur_1812,Fouque_Spanier_1814,2,undirected
Fouque_Resignation_1829,Fischer_Honigmonathe_1802,1,undirected
Fouque_Resignation_1829,Fischer_Margarethe_1812,2,undirected
Fouque_Resignation_1829,Fouque_Falkenstein_1810,5,undirected
Fouque_Resignation_1829,Fouque_Magie-der-Natur_1812,1,undirected
Fouque_Resignation_1829,Fouque_Spanier_1814,1,undirected
Fouque_Resignation_1829,Goethe_Wahlverwandschaften_1809,1,undirected
Fouque_Resignation_1829,Manzoni_Die-Verlobten_1826,2,undirected
Fouque_Resignation_1829,Thuemmel_Reise-in-mittaegliche-Provinzen_1791,2,undirected
Fouque_Resignation_1829,Tieck_William-Lovell_1795,1,undirected
Fouque_Rodrich_1807,Fouque_Falkenstein_1810,6,undirected
Fouque_Rodrich_1807,Fouque_Magie-der-Natur_1812,4,undirected
Fouque_Rodrich_1807,Schopenhauer_Gabriele_1819,1,undirected
Fouque_Spanier_1814,Fouque_Falkenstein_1810,3,undirected
Fouque_Spanier_1814,Fouque_Magie-der-Natur_1812,2,undirected
Fouque_Spanier_1814,Fouque_Resignation_1829,1,undirected
Froelich_Kentucky_1819,Pichler_Agathocles_1808,3,undirected
Froelich_Kentucky_1819,Schopenhauer_Die-Tante_1823,2,undirected
Froelich_Kentucky_1819,Thuemmel_Reise-in-mittaegliche-Provinzen_1791,1,undirected
Goethe_Lehrjahre_1795,Goethe_Wahlverwandschaften_1809,4,undirected
Goethe_Lehrjahre_1795,Goethe_Wanderjahre_1821,5,undirected
Goethe_Lehrjahre_1795,Moritz_Anton-Reiser_1785,1,undirected
Goethe_Lehrjahre_1795,Nicolai_Sebaldus-Nothanker_1773,2,undirected
Goethe_Lehrjahre_1795,Schiller_Geisterseher_1787,2,undirected
Goethe_Lehrjahre_1795,Schlegel_Florentin_1801,3,undirected
Goethe_Lehrjahre_1795,Thuemmel_Reise-in-mittaegliche-Provinzen_1791,1,undirected
Goethe_Lehrjahre_1795,Wezel_Belphegor_1776,1,undirected
Goethe_Wahlverwandschaften_1809,Fouque_Resignation_1829,1,undirected
Goethe_Wahlverwandschaften_1809,Goethe_Lehrjahre_1795,4,undirected
Goethe_Wahlverwandschaften_1809,Goethe_Wanderjahre_1821,6,undirected
Goethe_Wanderjahre_1821,Goethe_Lehrjahre_1795,5,undirected
Goethe_Wanderjahre_1821,Goethe_Wahlverwandschaften_1809,6,undirected
Goethe_Wanderjahre_1821,Thuemmel_Reise-in-mittaegliche-Provinzen_1791,1,undirected
Goethe_Werther_1774,Brentano_Godwi_1801,3,undirected
Goethe_Werther_1774,Tieck_William-Lovell_1795,1,undirected
Goethe_Werther_1774,Unger_Julchen-Gruenthal_1798,2,undirected
Haller_Usong_1771,Thuemmel_Reise-in-mittaegliche-Provinzen_1791,1,undirected
Haller_Usong_1771,Wezel_Belphegor_1776,2,undirected
Haller_Usong_1771,Wieland_Der-goldene-Spiegel_1772,3,undirected
Hauff_Bettlerin_1826,Hauff_Lichtenstein_1826,2,undirected
Hauff_Bettlerin_1826,Hauff_Memoiren-des-Satan_1826,3,undirected
Hauff_Bettlerin_1826,Stendhal_Rot-und-Schwarz_1830,1,undirected
Hauff_Lichtenstein_1826,Arnim_Kronewaechter_1817,1,undirected
Hauff_Lichtenstein_1826,Hauff_Bettlerin_1826,2,undirected
Hauff_Lichtenstein_1826,Hauff_Memoiren-des-Satan_1826,6,undirected
Hauff_Lichtenstein_1826,Spindler_Der-Jude_1827,2,undirected
Hauff_Memoiren-des-Satan_1826,Hauff_Bettlerin_1826,3,undirected
Hauff_Memoiren-des-Satan_1826,Hauff_Lichtenstein_1826,6,undirected
Hauff_Memoiren-des-Satan_1826,Hoffmann_Kater-Murr_1820,1,undirected
Hauff_Memoiren-des-Satan_1826,Stendhal_Rot-und-Schwarz_1830,1,undirected
Hauff_Memoiren-des-Satan_1826,Thuemmel_Reise-in-mittaegliche-Provinzen_1791,2,undirected
Hauff_Memoiren-des-Satan_1826,Waiblinger_Briten-in-Rom_1828,3,undirected
Heine_Harzreise_1824,Paul_Flegeljahre_1804,3,undirected
Heine_Harzreise_1824,Paul_Quintus-Fixlein_1796,1,undirected
Heine_Harzreise_1824,Paul_Siebenkaes_1796,2,undirected
Heinse_Ardinghello_1787,Forster_Ansichten_1791,1,undirected
Heinse_Ardinghello_1787,Heinse_Hildegard_1795,6,undirected
Heinse_Ardinghello_1787,Paul_Loge_1793,2,undirected
Heinse_Hildegard_1795,Heinse_Ardinghello_1787,6,undirected
Heinse_Hildegard_1795,Paul_Flegeljahre_1804,1,undirected
Heinse_Hildegard_1795,Thuemmel_Reise-in-mittaegliche-Provinzen_1791,2,undirected
Hippel_Kreuz-und-Querzuege_1793,Hippel_Lebenslaeufe_1779,6,undirected
Hippel_Kreuz-und-Querzuege_1793,Thuemmel_Reise-in-mittaegliche-Provinzen_1791,2,undirected
Hippel_Kreuz-und-Querzuege_1793,Wieland_Aristipp_1801,1,undirected
Hippel_Lebenslaeufe_1779,Hippel_Kreuz-und-Querzuege_1793,6,undirected
Hippel_Lebenslaeufe_1779,Lavater_Unveraenderte-Fragmente_1773,1,undirected
Hippel_Lebenslaeufe_1779,Mueller_Siegfried_1779,3,undirected
Hippel_Lebenslaeufe_1779,Paul_Siebenkaes_1796,1,undirected
Hippel_Lebenslaeufe_1779,Pestalozzi_Lienhard-und-Gertrud_1781,2,undirected
Hippel_Lebenslaeufe_1779,Thuemmel_Reise-in-mittaegliche-Provinzen_1791,2,undirected
Hoelderlin_Fragment-von-Hyperion_1794,Hoelderlin_Hyperion_1797,2,undirected
Hoelderlin_Fragment-von-Hyperion_1794,Hoelderlin_Hyperions_Jugend_1797,5,undirected
Hoelderlin_Fragment-von-Hyperion_1794,Paul_Titan_1800,1,undirected
Hoelderlin_Hyperion_1797,Brentano_Godwi_1801,2,undirected
Hoelderlin_Hyperion_1797,Hoelderlin_Fragment-von-Hyperion_1794,2,undirected
Hoelderlin_Hyperion_1797,Hoelderlin_Hyperions_Jugend_1797,3,undirected
Hoelderlin_Hyperion_1797,Paul_Hesperus_1795,1,undirected
Hoelderlin_Hyperion_1797,Paul_Titan_1800,3,undirected
Hoelderlin_Hyperions_Jugend_1797,Brentano_Godwi_1801,1,undirected
Hoelderlin_Hyperions_Jugend_1797,Hoelderlin_Fragment-von-Hyperion_1794,5,undirected
Hoelderlin_Hyperions_Jugend_1797,Hoelderlin_Hyperion_1797,3,undirected
Hoffmann_Elixiere_1816,Arnim_Graefin-Dolores_1810,2,undirected
Hoffmann_Elixiere_1816,Arnim_Kronewaechter_1817,1,undirected
Hoffmann_Elixiere_1816,Hoffmann_Kater-Murr_1820,6,undirected
Hoffmann_Kater-Murr_1820,Hauff_Memoiren-des-Satan_1826,1,undirected
Hoffmann_Kater-Murr_1820,Hoffmann_Elixiere_1816,6,undirected
Hoffmann_Kater-Murr_1820,Thuemmel_Reise-in-mittaegliche-Provinzen_1791,2,undirected
Huber_Ellen-Percy_1822,Huber_Klosterberuf_1830,2,undirected
Huber_Ellen-Percy_1822,Huber_Luise_1796,3,undirected
Huber_Ellen-Percy_1822,Huber_Seldorf_1795,3,undirected
Huber_Ellen-Percy_1822,Schopenhauer_Die-Tante_1823,1,undirected
Huber_Ellen-Percy_1822,Schopenhauer_Gabriele_1819,3,undirected
Huber_Ellen-Percy_1822,Unger_Julchen-Gruenthal_1798,2,undirected
Huber_Klosterberuf_1830,Huber_Ellen-Percy_1822,2,undirected
Huber_Klosterberuf_1830,Huber_Seldorf_1795,5,undirected
Huber_Klosterberuf_1830,Pichler_Agathocles_1808,1,undirected
Huber_Luise_1796,Huber_Ellen-Percy_1822,3,undirected
Huber_Luise_1796,Naubert_Amtmannin_1787,2,undirected
Huber_Luise_1796,Unger_Julchen-Gruenthal_1798,1,undirected
Huber_Seldorf_1795,Huber_Ellen-Percy_1822,3,undirected
Huber_Seldorf_1795,Huber_Klosterberuf_1830,5,undirected
Huber_Seldorf_1795,Mereau_Bluethenalter_1794,1,undirected
Huber_Seldorf_1795,Schopenhauer_Gabriele_1819,1,undirected
Jacobi_Eduard-Allwill_1792,Jacobi_Woldemar_1779,4,undirected
Jacobi_Eduard-Allwill_1792,Thuemmel_Reise-in-mittaegliche-Provinzen_1791,2,undirected
Jacobi_Eduard-Allwill_1792,Tieck_William-Lovell_1795,1,undirected
Jacobi_Woldemar_1779,Jacobi_Eduard-Allwill_1792,4,undirected
Jacobi_Woldemar_1779,Unger_Julchen-Gruenthal_1798,3,undirected
Jacobi_Woldemar_1779,Wezel_Hermann-und-Ulrike_1780,2,undirected
Klingemann_Nachtwachen_1804,Paul_Hesperus_1795,1,undirected
Klingemann_Nachtwachen_1804,Paul_Siebenkaes_1796,3,undirected
Klingemann_Nachtwachen_1804,Paul_Titan_1800,2,undirected
Klinger_Faust_1791,Klinger_Geschichte-eines-Teutschen_1798,1,undirected
Klinger_Faust_1791,Spindler_Der-Jude_1827,2,undirected
Klinger_Faust_1791,Thuemmel_Reise-in-mittaegliche-Provinzen_1791,3,undirected
Klinger_Geschichte-eines-Teutschen_1798,Klinger_Faust_1791,1,undirected
Klinger_Geschichte-eines-Teutschen_1798,Pichler_Agathocles_1808,2,undirected
Klinger_Geschichte-eines-Teutschen_1798,Thuemmel_Reise-in-mittaegliche-Provinzen_1791,3,undirected
Klinger_Geschichte-eines-Teutschen_1798,Unger_Julchen-Gruenthal_1798,1,undirected
Knigge_Benjamin-Noldmann_1790,Knigge_Braunschweig_1792,1,undirected
Knigge_Benjamin-Noldmann_1790,Knigge_Josephs-von-Wurmbrands_1792,3,undirected
Knigge_Benjamin-Noldmann_1790,Nicolai_Sebaldus-Nothanker_1773,2,undirected
Knigge_Benjamin-Noldmann_1790,Wieland_Der-goldene-Spiegel_1772,3,undirected
Knigge_Braunschweig_1792,Knigge_Benjamin-Noldmann_1790,1,undirected
Knigge_Braunschweig_1792,Nicolai_Sebaldus-Nothanker_1773,1,undirected
Knigge_Braunschweig_1792,Unger_Julchen-Gruenthal_1798,3,undirected
Knigge_Braunschweig_1792,Wezel_Hermann-und-Ulrike_1780,2,undirected
Knigge_Josephs-von-Wurmbrands_1792,Forster_Ansichten_1791,1,undirected
Knigge_Josephs-von-Wurmbrands_1792,Knigge_Benjamin-Noldmann_1790,3,undirected
Knigge_Josephs-von-Wurmbrands_1792,Wieland_Der-goldene-Spiegel_1772,2,undirected
La-Roche_Oneida_1798,La-Roche_Rosaliens-Briefe_1779,5,undirected
La-Roche_Oneida_1798,La-Roche_Sternheim_1771,4,undirected
La-Roche_Oneida_1798,Thuemmel_Reise-in-mittaegliche-Provinzen_1791,1,undirected
La-Roche_Rosaliens-Briefe_1779,La-Roche_Oneida_1798,5,undirected
La-Roche_Rosaliens-Briefe_1779,La-Roche_Sternheim_1771,6,undirected
La-Roche_Rosaliens-Briefe_1779,Unger_Julchen-Gruenthal_1798,1,undirected
La-Roche_Rosaliens-Briefe_1779,Wobeser_Elisa_1795,1,undirected
La-Roche_Sternheim_1771,La-Roche_Oneida_1798,4,undirected
La-Roche_Sternheim_1771,La-Roche_Rosaliens-Briefe_1779,6,undirected
La-Roche_Sternheim_1771,Unger_Julchen-Gruenthal_1798,1,undirected
Lavater_Unveraenderte-Fragmente_1773,Hippel_Lebenslaeufe_1779,1,undirected
Lavater_Unveraenderte-Fragmente_1773,Nicolai_Sebaldus-Nothanker_1773,2,undirected
Lavater_Unveraenderte-Fragmente_1773,Thuemmel_Reise-in-mittaegliche-Provinzen_1791,3,undirected
Liebeskind_Maria_1784,Ehrmann_Amalie_1787,1,undirected
Liebeskind_Maria_1784,Ehrmann_Nina_1788,2,undirected
Liebeskind_Maria_1784,Thuemmel_Reise-in-mittaegliche-Provinzen_1791,1,undirected
Liebeskind_Maria_1784,Unger_Julchen-Gruenthal_1798,3,undirected
Liebeskind_Maria_1784,Wezel_Hermann-und-Ulrike_1780,2,undirected
Liebeskind_Maria_1784,Wobeser_Elisa_1795,2,undirected
Manzoni_Die-Verlobten_1826,Campe_Robinson_1779,3,undirected
Manzoni_Die-Verlobten_1826,Diderot_Die-Nonne_1796,3,undirected
Manzoni_Die-Verlobten_1826,Diderot_Jakob_1796,6,undirected
Manzoni_Die-Verlobten_1826,Fouque_Resignation_1829,2,undirected
Manzoni_Die-Verlobten_1826,Scott_Ivanhoe_1819,2,undirected
Manzoni_Die-Verlobten_1826,Thuemmel_Reise-in-mittaegliche-Provinzen_1791,2,undirected
Manzoni_Die-Verlobten_1826,Zschokke_Goldmacherdorf_1817,1,undirected
Mereau_Amanda-und-Eduard_1803,Brentano_Godwi_1801,1,undirected
Mereau_Amanda-und-Eduard_1803,Mereau_Bluethenalter_1794,3,undirected
Mereau_Amanda-und-Eduard_1803,Pichler_Agathocles_1808,3,undirected
Mereau_Amanda-und-Eduard_1803,Schlegel_Lucinde_1799,1,undirected
Mereau_Amanda-und-Eduard_1803,Tieck_William-Lovell_1795,2,undirected
Mereau_Bluethenalter_1794,Ahlefeld_Erna_1820,2,undirected
Mereau_Bluethenalter_1794,Huber_Seldorf_1795,1,undirected
Mereau_Bluethenalter_1794,Mereau_Amanda-und-Eduard_1803,3,undirected
Miller_Siegwart_1776,Fischer_Christian_Hannchen_1800,3,undirected
Miller_Siegwart_1776,Pestalozzi_Lienhard-und-Gertrud_1781,4,undirected
Miller_Siegwart_1776,Unger_Julchen-Gruenthal_1798,2,undirected
Miller_Siegwart_1776,Wezel_Hermann-und-Ulrike_1780,3,undirected
Moritz_Anton-Reiser_1785,Goethe_Lehrjahre_1795,1,undirected
Moritz_Anton-Reiser_1785,Moritz_Hartknopf_1786,3,undirected
Moritz_Anton-Reiser_1785,Nicolai_Sebaldus-Nothanker_1773,3,undirected
Moritz_Anton-Reiser_1785,Wezel_Hermann-und-Ulrike_1780,2,undirected
Moritz_Hartknopf_1786,Moritz_Anton-Reiser_1785,3,undirected
Moritz_Hartknopf_1786,Moritz_Hartknopfs-Predigerjahre_1790,3,undirected
Moritz_Hartknopf_1786,Paul_Loge_1793,1,undirected
Moritz_Hartknopf_1786,Paul_Siebenkaes_1796,2,undirected
Moritz_Hartknopfs-Predigerjahre_1790,Moritz_Hartknopf_1786,3,undirected
Moritz_Hartknopfs-Predigerjahre_1790,Paul_Quintus-Fixlein_1796,2,undirected
Moritz_Hartknopfs-Predigerjahre_1790,Paul_Siebenkaes_1796,1,undirected
Mueller_Siegfried_1779,Hippel_Lebenslaeufe_1779,3,undirected
Mueller_Siegfried_1779,Thuemmel_Reise-in-mittaegliche-Provinzen_1791,2,undirected
Mueller_Siegfried_1779,Wieland_Abderiten_1774,1,undirected
Naubert_Alf-von-Duelmen_1790,Naubert_Amtmannin_1787,4,undirected
Naubert_Alf-von-Duelmen_1790,Naubert_Hermann-von-Unna_1788,5,undirected
Naubert_Alf-von-Duelmen_1790,Thuemmel_Reise-in-mittaegliche-Provinzen_1791,1,undirected
Naubert_Amtmannin_1787,Huber_Luise_1796,2,undirected
Naubert_Amtmannin_1787,Naubert_Alf-von-Duelmen_1790,4,undirected
Naubert_Amtmannin_1787,Naubert_Hermann-von-Unna_1788,6,undirected
Naubert_Amtmannin_1787,Unger_Julchen-Gruenthal_1798,1,undirected
Naubert_Hermann-von-Unna_1788,Naubert_Alf-von-Duelmen_1790,5,undirected
Naubert_Hermann-von-Unna_1788,Naubert_Amtmannin_1787,6,undirected
Naubert_Hermann-von-Unna_1788,Thuemmel_Reise-in-mittaegliche-Provinzen_1791,1,undirected
Nicolai_Sebaldus-Nothanker_1773,Goethe_Lehrjahre_1795,2,undirected
Nicolai_Sebaldus-Nothanker_1773,Knigge_Benjamin-Noldmann_1790,2,undirected
Nicolai_Sebaldus-Nothanker_1773,Knigge_Braunschweig_1792,1,undirected
Nicolai_Sebaldus-Nothanker_1773,Lavater_Unveraenderte-Fragmente_1773,2,undirected
Nicolai_Sebaldus-Nothanker_1773,Moritz_Anton-Reiser_1785,3,undirected
Nicolai_Sebaldus-Nothanker_1773,Thuemmel_Reise-in-mittaegliche-Provinzen_1791,1,undirected
Nicolai_Sebaldus-Nothanker_1773,Wezel_Hermann-und-Ulrike_1780,3,undirected
Novalis_Lehrlinge_1802,Brentano_Godwi_1801,1,undirected
Novalis_Lehrlinge_1802,Novalis_Ofterdingen_1802,3,undirected
Novalis_Lehrlinge_1802,Tieck_Franz-Sternbald_1798,2,undirected
Novalis_Ofterdingen_1802,Brentano_Godwi_1801,2,undirected
Novalis_Ofterdingen_1802,Novalis_Lehrlinge_1802,3,undirected
Novalis_Ofterdingen_1802,Thuemmel_Reise-in-mittaegliche-Provinzen_1791,1,undirected
Novalis_Ofterdingen_1802,Tieck_Franz-Sternbald_1798,3,undirected
Paul_Feldprediger_1809,Paul_Flegeljahre_1804,1,undirected
Paul_Feldprediger_1809,Paul_Katzenberger_1809,2,undirected
Paul_Feldprediger_1809,Paul_Siebenkaes_1796,3,undirected
Paul_Flegeljahre_1804,Heine_Harzreise_1824,3,undirected
Paul_Flegeljahre_1804,Heinse_Hildegard_1795,1,undirected
Paul_Flegeljahre_1804,Paul_Feldprediger_1809,1,undirected
Paul_Flegeljahre_1804,Paul_Hesperus_1795,1,undirected
Paul_Flegeljahre_1804,Paul_Katzenberger_1809,2,undirected
Paul_Flegeljahre_1804,Paul_Luftschiffers-Giannozzo_1801,2,undirected
Paul_Flegeljahre_1804,Paul_Siebenkaes_1796,3,undirected
Paul_Flegeljahre_1804,Paul_Titan_1800,5,undirected
Paul_Hesperus_1795,Hoelderlin_Hyperion_1797,1,undirected
Paul_Hesperus_1795,Klingemann_Nachtwachen_1804,1,undirected
Paul_Hesperus_1795,Paul_Flegeljahre_1804,1,undirected
Paul_Hesperus_1795,Paul_Katzenberger_1809,1,undirected
Paul_Hesperus_1795,Paul_Loge_1793,5,undirected
Paul_Hesperus_1795,Paul_Quintus-Fixlein_1796,3,undirected
Paul_Hesperus_1795,Paul_Siebenkaes_1796,6,undirected
Paul_Hesperus_1795,Paul_Titan_1800,2,undirected
Paul_Katzenberger_1809,Paul_Feldprediger_1809,2,undirected
Paul_Katzenberger_1809,Paul_Flegeljahre_1804,2,undirected
Paul_Katzenberger_1809,Paul_Hesperus_1795,1,undirected
Paul_Katzenberger_1809,Paul_Siebenkaes_1796,3,undirected
Paul_Loge_1793,Heinse_Ardinghello_1787,2,undirected
Paul_Loge_1793,Moritz_Hartknopf_1786,1,undirected
Paul_Loge_1793,Paul_Hesperus_1795,5,undirected
Paul_Loge_1793,Paul_Quintus-Fixlein_1796,2,undirected
Paul_Loge_1793,Paul_Siebenkaes_1796,4,undirected
Paul_Luftschiffers-Giannozzo_1801,Paul_Flegeljahre_1804,2,undirected
Paul_Luftschiffers-Giannozzo_1801,Paul_Quintus-Fixlein_1796,1,undirected
Paul_Luftschiffers-Giannozzo_1801,Paul_Siebenkaes_1796,3,undirected
Paul_Quintus-Fixlein_1796,Heine_Harzreise_1824,1,undirected
