"","x"
"fremd",0.162841691558614
"längst",0.162235374780916
"geliebt",0.16189418576981
"sorge",0.161591027380961
"armen",0.161190075963452
"jede",0.160444675767214
"schwäche",0.160376220647151
"gegenstand",0.159552586027984
"unglücklichen",0.159471091837433
"wesens",0.159238561747062
"erschüttert",0.159129902826327
"sanfte",0.159028850030044
"schicksals",0.158601820471558
"geist",0.158561616670886
"dahin",0.158561616670886
"folgen",0.158282363244599
"zauber",0.158019408656422
"freundschaft",0.157968338963676
"erhalten",0.15790531678965
"leidenschaft",0.157758627246659
"verhältnisse",0.15769669166184
"deines",0.157533703280739
"erschien",0.157176215431523
"familie",0.155991833195518
"teure",0.15579842031661
"hauses",0.155421373861662
"welcher",0.154934581896772
"fern",0.154804191191891
"halb",0.154624903972679
"kampf",0.154404326363588
"deiner",0.154333698065111
"freiheit",0.154034886033091
"weinend",0.153177567148497
"bruders",0.153103679082397
"schnell",0.152135528098654
"treuen",0.150436102578368
"ruhig",0.150000380306223
"geheimniß",0.149954743559514
"deine",0.149778716107924
"bruder",0.149709174398654
"still",0.149437527096818
"fremden",0.149336474300535
"folgte",0.14922020925535
"vertrauen",0.148948561953514
"vermag",0.148642143797043
"innig",0.148289002304656
"oft",0.148018441592027
"hoffnungen",0.147613143817688
"wahrscheinlich",0.147282820698655
"erscheinung",0.147220885113836
"fesseln",0.146995961147916
"zurück",0.145809405733497
"wagte",0.145663802779712
"zustand",0.145543191377697
"mädchen",0.145270457486654
"aufenthalt",0.144918402583474
"blicke",0.144824955911643
"fester",0.14442943744017
"fassung",0.144409878834437
"dessen",0.144326211465472
"einander",0.144315345573399
"vergebens",0.144133885175772
"dir",0.144128452229735
"tod",0.143298298075325
"erinnerungen",0.141890078462607
"vielleicht",0.141821623342544
"suchte",0.141721657135468
"unsers",0.141167496639723
"schien",0.141157717336857
"meinem",0.141130552606673
"während",0.140692657156114
"träne",0.139432213675594
"kräfte",0.139400702588581
"liebte",0.139218155601748
"häuslichen",0.138504266492523
"geschöpf",0.138092449182939
"meiner",0.137806676221408
"gewaltsam",0.137603484039634
"trüben",0.137549154579267
"nahen",0.137401378447068
"nein",0.137089527344561
"ahnung",0.136838525237664
"bewußtsein",0.136764637171565
"rührung",0.13589101944886
"neue",0.135749762851906
"stirn",0.135634584395927
"bande",0.135417266554458
"dennoch",0.135028267618229
"vergessen",0.134406738591628
"dich",0.134215498891136
"drang",0.134104666791987
"erinnerung",0.133495090246667
"überdem",0.133181065965744
"agathokles",0.13307240704501
"empfindungen",0.132609520042681
"freundlich",0.132609520042681
"pflichten",0.132505207478776
"bestimmung",0.132423713288225
"ruhiger",0.132396548558042
"abreise",0.132275937156027
"moment",0.131915189539188
"vorüber",0.13183695511626
"jedes",0.13083837963471
"dunkeln",0.130812301493734
"freundlichen",0.130785136763551
"du",0.130669958307572
"verlassen",0.130535221245861
"stets",0.130400484184151
"armes",0.130358107205064
"stiller",0.130202724948414
"täuschung",0.13009406602768
"genuß",0.129845237099198
"führen",0.129794167406453
"wehmütig",0.129084624654057
"fand",0.129043334264178
"glaubte",0.128511992141787
"zärtlichkeit",0.127488425108469
"kannte",0.127456914021456
"gerührt",0.126940784147967
"drückte",0.126827778870404
"ihrem",0.126344246673135
"ergriff",0.126311648996915
"neben",0.12610519704752
"unmöglich",0.126097590923068
"mußte",0.126057387122397
"umgebungen",0.125962853861358
"busen",0.125865060832697
"ahnen",0.125333718710306
"elise",0.125271783125487
"neuem",0.125193548702558
"traurige",0.125050118927189
"heiterkeit",0.124568759908335
"inniger",0.12437860679705
"zarte",0.124250389270584
"ansprüche",0.123904853902648
"zimmer",0.123852697620696
"spät",0.123772290019352
"je",0.123324615265926
"umgang",0.122382542423159
"entfernte",0.122172830706142
"jezt",0.122157618457239
"gemahl",0.122091336515591
"scheu",0.121738195023204
"unglückliche",0.121726242541923
"arm",0.121675172849178
"nikomedien",0.12133072407045
"spur",0.120980842345685
"fremde",0.120922166528489
"erst",0.120679857135251
"einzige",0.120517955343357
"eilen",0.120472318596648
"willen",0.119185796975153
"sorgen",0.118775066254777
"möglich",0.11877397966557
"sanft",0.118747901524593
"lag",0.118482773758001
"deinem",0.118464301741477
"glück",0.11838932708617
"haus",0.118156796995798
"engel",0.117975336598172
"zuweilen",0.117768884648776
"kalten",0.117668918441701
"schmerzlichen",0.116997406311562
"ankunft",0.116445418994231
"pflege",0.116158559443492
"schönen",0.116141174016175
"unschuld",0.115936895245194
"kindes",0.115793465469825
"sanften",0.11552942429244
"trübe",0.11514911806987
"damals",0.115120866750479
"ergebung",0.114986129688768
"begebenheiten",0.11476446549047
"daseins",0.114729694635835
"kummer",0.114725348279006
"geständniß",0.1146949237812
"ganzes",0.114666672461809
"gefühlen",0.114438488728267
"heimat",0.114228777011249
"durfte",0.114197265924236
"gestalten",0.114026671418683
"verzeihen",0.113972341958316
"hülfe",0.113467077976901
"darf",0.113233461297322
"plane",0.113063953380977
"weinte",0.113052000899696
"fähig",0.112442424354376
"frohen",0.112400047375289
"dünkte",0.112108841467721
"leb",0.11202734727717
"blicken",0.111731795012773
"mitleid",0.111324324060019
"kalt",0.11117654792782
"hand",0.110424628196338
"ernsten",0.110078006239195
"gewohnten",0.110070400114744
"ertragen",0.109693353659795
"gern",0.109532538457109
"atmete",0.10943365883924
"kalte",0.108886017878739
"mühsam",0.108458988320253
"marie",0.108377494129702
"zwang",0.108101500471036
"heitern",0.107775523708833
"milde",0.107721194248466
"gewalt",0.107619054862976
"dunkle",0.106956235446496
"kreis",0.106773688459662
"ahnete",0.106603093954109
"verzweiflung",0.106552024261364
"umgeben",0.106063059118059
"stunde",0.106022855317387
"aufmerksamkeit",0.10598482469513
"gatten",0.105927235467141
"gesundheit",0.105806624065126
"calpurnia",0.105675146771037
"strebte",0.10539154698792
"reinen",0.105088388599071
"beruhigung",0.105073176350169
"gattin",0.104816741297235
"existenz",0.104809135172784
"entzücken",0.104723294625404
"freundliche",0.104680917646317
"beruhigen",0.104397317863201
"überall",0.104190865913805
"entfernt",0.104055042262887
"unrecht",0.103985500553617
"einfluß",0.103713853251781
"zarten",0.103578029600863
"entfernung",0.103465024323299
"onkel",0.103380270365127
"heftigkeit",0.103232494232928
"unbeschreiblich",0.103197723378293
"mein",0.102977145769202
"geräusch",0.102650082417791
"gefolgt",0.102533817372606
"kälte",0.102358876510223
"neigung",0.101907941989175
"schimmer",0.101531982123434
"gesicht",0.101479825841482
"erlaubte",0.101458094057335
"edelmut",0.101260334821598
"bildung",0.101120164813851
"zitterte",0.1010386706233
"unbefangenheit",0.100996293644214
"anteil",0.100918059221285
"verbergen",0.100762676964635
"meinen",0.100360638957917
"bilder",0.100246547091146
"rache",0.100091164834496
"bleich",0.10004878785541
"augenblick",0.100031402428092
"wußte",0.100019449946811
