"","x"
"schreibe",0.132152022485641
"sichtbar",0.131919833801784
"erinnerung",0.131907613344739
"nachricht",0.131614322375657
"wagte",0.131272149578394
"frauen",0.130416717585238
"scheu",0.129512403763901
"ganzes",0.129475742392765
"mochte",0.129353537822315
"anstalten",0.129011365025052
"deines",0.128974703653917
"gewiß",0.128840278626421
"freundliche",0.128803617255285
"erstenmal",0.12876695588415
"begleiten",0.128669192227789
"todt",0.128583649028474
"fast",0.128217035317121
"erschien",0.127715996578272
"geliebte",0.127434926066235
"schwäche",0.127263839667604
"schweigen",0.126921666870341
"gelang",0.12679946229989
"gewaltsam",0.126713919100574
"verbindung",0.126457289502627
"eilen",0.126347305389222
"hoffen",0.126237321275816
"dunkeln",0.12612733716241
"liegt",0.125980691677869
"her",0.125944030306733
"ruhiger",0.125724062079922
"schwieg",0.125540755224245
"möglichkeit",0.125418550653794
"letzten",0.125125259684712
"laß",0.125051936942442
"froh",0.124917511914946
"arme",0.124795307344495
"nikomedien",0.12413540266406
"heiligen",0.124098741292924
"geist",0.124086520835879
"kranken",0.123952095808383
"mitleid",0.123915434437248
"allmählig",0.123915434437248
"rettung",0.123084443358182
"bestimmung",0.122778931932054
"aussicht",0.122473420505927
"lag",0.122363436392521
"heimat",0.122351215935476
"sorge",0.122204570450935
"wahl",0.12219234999389
"dahin",0.122119027251619
"ihres",0.122009043138213
"nahe",0.121813515825492
"einsam",0.121691311255041
"fester",0.120958083832335
"nehmlichen",0.120652572406208
"ahnen",0.120175974581449
"bestimmten",0.119894904069412
"hand",0.119736038127826
"gewohnten",0.119283881217158
"unmöglich",0.118819503849444
"einander",0.118807283392399
"irgend",0.118294024196505
"beschäftigt",0.118269583282415
"gespräch",0.118245142368325
"züge",0.118196260540144
"verstand",0.118184040083099
"deren",0.117878528656972
"ergriff",0.117304167175852
"fand",0.117218623976537
"bewußtsein",0.117145301234266
"aarheim",0.116326530612245
"tausend",0.116118782842478
"frohen",0.115116705364781
"erscheinen",0.115104484907736
"entzücken",0.114982280337285
"unterhaltung",0.114603446168887
"häuslichen",0.114517902969571
"ahnete",0.11442013931321
"kennen",0.114236832457534
"tochter",0.114187950629354
"tiefe",0.114175730172308
"aufenthalt",0.114090186972993
"nein",0.114053525601858
"locken",0.11374801417573
"frau",0.11367469143346
"deshalb",0.113295857265062
"verzweiflung",0.113210314065746
"gesicht",0.112745936698032
"gesundheit",0.112501527557131
"hoffnung",0.112171575216913
"liebte",0.112110472931688
"seite",0.112098252474643
"klar",0.111963827447147
"wert",0.111853843333741
"weinend",0.111633875106929
"kreis",0.111548331907613
"ansicht",0.111499450079433
"dunkle",0.111303922766711
"schleier",0.111267261395576
"schwebte",0.110754002199682
"weile",0.110705120371502
"schwester",0.110631797629231
"frieden",0.110582915801051
"spur",0.110534033972871
"glück",0.110375168031284
"nannte",0.110338506660149
"calpurnia",0.110204081632653
"gewißheit",0.110204081632653
"hauses",0.110081877062202
"trotz",0.109910790663571
"zustand",0.109678601979714
"geworden",0.109556397409263
"anstrengung",0.109531956495173
"dunkel",0.109030917756324
"geräusch",0.108407674447024
"dann",0.108383233532934
"beruhigung",0.108346572161799
"wiederholte",0.107833312965905
"wandte",0.107564462910913
"ängstlich",0.107075644629109
"erinnerungen",0.106806794574117
"schicksals",0.106757912745937
"geschick",0.106647928632531
"entfernung",0.106537944519125
"seltsam",0.106489062690945
"erscheint",0.106427960405719
"anders",0.106207992178907
"bitte",0.106171330807772
"ernesto",0.106122448979592
"unaussprechlich",0.105865819381645
"welchen",0.1058535989246
"späterhin",0.105792496639374
"bilder",0.105413662470976
"unbeschreiblich",0.105022607845533
"welchem",0.104839300989857
"worte",0.104717096419406
"stirn",0.104704875962361
"jetzigen",0.104692655505316
"lösen",0.104668214591226
"fiel",0.104497128192594
"erfüllt",0.104484907735549
"während",0.104240498594647
"familie",0.104203837223512
"düstern",0.104130514481242
"opfer",0.104057191738971
"augenblicken",0.103702798484663
"umgang",0.103067334718318
"elise",0.102884027862642
"erlaubniß",0.102871807405597
"kinde",0.102810705120372
"fesseln",0.102725161921056
"reinen",0.10263961872174
"schatten",0.10259073689356
"entschluß",0.102505193694244
"verloren",0.102297445924478
"luise",0.102175241354027
"willnangen",0.102040816326531
"zauber",0.10196749358426
"all",0.101906391299035
"tiefer",0.101698643529268
"fühlt",0.101307588903825
"kalten",0.101038738848833
"dicht",0.100843211536111
"pflege",0.100586581938164
"leiden",0.100293290969082
